id,wait,Usage
5654,20.0,Private
5655,20.0,Private
5656,100.0,Private
5657,10.0,Private
5658,18.0,Private
5659,15.0,Private
5660,10.0,Private
5661,4.0,Private
5662,10.0,Private
5663,100.0,Private
5664,1.0,Private
5665,22.0,Private
5666,12.0,Private
5667,90.0,Private
5668,30.0,Private
5669,56.66666666666666,Private
5670,10.0,Private
5671,60.0,Private
5672,30.0,Private
5673,4320.0,Private
5674,30.0,Private
5675,10.333333333333334,Private
5676,18.0,Private
5677,15.0,Private
5678,60.0,Private
5679,38.0,Private
5680,13.0,Private
5681,60.0,Private
5682,10.0,Private
5683,29.0,Private
5684,90.0,Private
5685,20.0,Private
5686,8.0,Private
5687,20.0,Private
5688,23.0,Private
5689,60.0,Private
5690,60.0,Private
5691,20.0,Private
5692,15.0,Private
5693,33.0,Private
5694,30.0,Private
5695,45.0,Private
5696,20.0,Private
5697,5.0,Private
5698,30.0,Private
5699,17.0,Private
5700,13.0,Private
5701,30.0,Private
5702,15.0,Private
5703,5.0,Private
5704,20.0,Private
5705,15.0,Private
5706,38.0,Private
5707,2.0,Private
5708,3.0,Private
5709,60.0,Private
5710,5.0,Private
5711,25.0,Private
5712,10.0,Private
5713,15.0,Private
5714,60.0,Private
5715,10.0,Private
5716,30.0,Private
5717,30.0,Private
5718,8.0,Private
5719,15.0,Private
5720,80.0,Private
5721,15.0,Private
5722,10.0,Private
5723,4.0,Private
5724,50.0,Private
5725,10.0,Private
5726,10.0,Private
5727,5.0,Private
5728,20.0,Private
5729,15.0,Private
5730,15.0,Private
5731,5.0,Private
5732,11.0,Private
5733,20.0,Private
5734,100.0,Private
5735,8.0,Private
5736,20.0,Private
5737,25.0,Private
5738,21.0,Private
5739,10.0,Private
5740,15.0,Private
5741,45.0,Private
5742,45.0,Private
5743,10.0,Private
5744,25.0,Private
5745,5.0,Private
5746,17.0,Private
5747,60.0,Private
5748,30.0,Private
5749,15.0,Private
5750,7.5,Private
5751,10.0,Private
5752,15.0,Private
5753,45.0,Private
5754,180.0,Private
5755,20.0,Private
5756,30.0,Private
5757,10.0,Private
5758,8.0,Private
5759,45.0,Private
5760,33.0,Private
5761,7.0,Private
5762,45.0,Private
5763,15.0,Private
5764,25.0,Private
5765,12.5,Private
5766,8.0,Private
5767,5.0,Private
5768,90.8,Private
5769,30.0,Private
5770,35.0,Private
5771,45.0,Private
5772,60.0,Private
5773,15.0,Private
5774,10.0,Private
5775,120.0,Private
5776,10.0,Private
5777,45.0,Private
5778,25.0,Private
5779,15.0,Private
5780,5.0,Private
5781,10.0,Private
5782,15.0,Private
5783,5.0,Private
5784,20.0,Private
5785,33.0,Private
5786,30.0,Private
5787,20.0,Private
5788,10.0,Private
5789,7.0,Private
5790,120.0,Private
5791,20.0,Private
5792,5.0,Private
5793,1.0,Private
5794,5.0,Private
5795,10.0,Private
5796,5.0,Private
5797,25.25,Private
5798,30.0,Private
5799,27.666666666666668,Private
5800,20.0,Private
5801,360.0,Private
5802,30.0,Private
5803,5.0,Private
5804,32.0,Private
5805,5.0,Private
5806,15.0,Private
5807,1.0,Private
5808,120.0,Private
5809,5.0,Private
5810,58.0,Private
5811,60.0,Private
5812,5.0,Private
5813,83.0,Private
5814,5.0,Private
5815,5.0,Private
5816,58.0,Private
5817,62.0,Private
5818,5.0,Private
5819,540.0,Private
5820,30.0,Private
5821,39.333333333333336,Private
5822,1.0,Private
5823,10.0,Private
5824,30.0,Private
5825,20.0,Private
5826,4.0,Private
5827,30.0,Private
5828,16.0,Private
5829,10.0,Private
5830,95.0,Private
5831,30.0,Private
5832,20.0,Private
5833,45.0,Private
5834,5.0,Private
5835,32.0,Private
5836,15.0,Private
5837,30.0,Private
5838,300.0,Private
5839,5.0,Private
5840,10.0,Private
5841,15.0,Private
5842,45.0,Private
5843,106.0,Private
5844,90.0,Private
5845,5.0,Private
5846,42.0,Private
5847,60.0,Private
5848,11.666666666666666,Private
5849,20.0,Private
5850,30.0,Private
5851,10.0,Private
5852,1.0,Private
5853,73.0,Private
5854,30.0,Private
5855,8.0,Private
5856,45.0,Private
5857,60.0,Private
5858,5.0,Private
5859,15.0,Private
5860,10.0,Private
5861,13.0,Private
5862,18.0,Private
5863,8.0,Private
5864,15.0,Private
5865,50.0,Private
5866,15.0,Private
5867,10.0,Private
5868,120.0,Private
5869,300.0,Private
5870,45.0,Private
5871,2.0,Private
5872,37.0,Private
5873,120.0,Private
5874,26.5,Private
5875,25.0,Private
5876,160.0,Private
5877,20.0,Private
5878,15.0,Private
5879,8.0,Private
5880,10.0,Private
5881,18.0,Private
5882,5.0,Private
5883,97.5,Private
5884,38.0,Private
5885,70.0,Private
5886,30.0,Private
5887,90.0,Private
5888,25.0,Private
5889,10.0,Private
5890,13.0,Private
5891,6.0,Private
5892,144.0,Private
5893,10.0,Private
5894,20.0,Private
5895,30.0,Private
5896,10.0,Private
5897,20.0,Private
5898,45.0,Private
5899,198.0,Private
5900,10.0,Private
5901,10.0,Private
5902,5.0,Private
5903,3.0,Private
5904,5.0,Private
5905,10.0,Private
5906,30.0,Private
5907,5.0,Private
5908,5.0,Private
5909,60.0,Private
5910,50.0,Private
5911,18.75,Private
5912,20.0,Private
5913,150.0,Private
5914,60.0,Private
5915,40.0,Private
5916,86.66666666666667,Private
5917,30.0,Private
5918,22.0,Private
5919,20.0,Private
5920,5.0,Private
5921,8.0,Private
5922,10.0,Private
5923,20.0,Private
5924,33.0,Private
5925,15.0,Private
5926,30.0,Private
5927,3.0,Private
5928,157.75,Private
5929,71.0,Private
5930,20.0,Private
5931,63.0,Private
5932,8.333333333333334,Private
5933,15.0,Private
5934,15.0,Private
5935,180.0,Private
5936,35.0,Private
5937,15.0,Private
5938,15.0,Private
5939,95.0,Private
5940,20.0,Private
5941,8.0,Private
5942,105.0,Private
5943,1500.0,Private
5944,60.0,Private
5945,15.0,Private
5946,20.0,Private
5947,52.0,Private
5948,60.0,Private
5949,43.0,Private
5950,5.0,Private
5951,5.0,Private
5952,5.0,Private
5953,1.0,Private
5954,20.0,Private
5955,25.0,Private
5956,18.0,Private
5957,14.0,Private
5958,100.0,Private
5959,15.0,Private
5960,5.0,Private
5961,35.0,Private
5962,10.75,Private
5963,122.0,Private
5964,20.0,Private
5965,30.0,Private
5966,110.0,Private
5967,20.0,Private
5968,10.0,Private
5969,49.5,Private
5970,10.0,Private
5971,62.333333333333336,Private
5972,25.0,Private
5973,30.0,Private
5974,45.0,Private
5975,13.0,Private
5976,18.0,Private
5977,40.0,Private
5978,1.0,Private
5979,5.0,Private
5980,15.0,Private
5981,8.0,Private
5982,10.0,Private
5983,65.0,Private
5984,15.0,Private
5985,32.0,Private
5986,132.0,Private
5987,60.0,Private
5988,10.0,Private
5989,60.0,Private
5990,45.0,Private
5991,10.0,Private
5992,15.0,Private
5993,15.0,Private
5994,60.0,Private
5995,17.0,Private
5996,18.0,Private
5997,10.0,Private
5998,5.0,Private
5999,30.0,Private
6000,20.0,Private
6001,3.0,Private
6002,7.0,Private
6003,10.0,Private
6004,20.0,Private
6005,0.0,Private
6006,33.0,Private
6007,5.0,Private
6008,116.0,Private
6009,10.0,Private
6010,20.0,Private
6011,15.0,Private
6012,90.0,Private
6013,60.0,Private
6014,120.0,Private
6015,10.0,Private
6016,10.0,Private
6017,20.0,Private
6018,40.0,Private
6019,15.0,Private
6020,10.0,Private
6021,10.0,Private
6022,96.5,Private
6023,5.0,Private
6024,5.0,Private
6025,10.0,Private
6026,20.0,Private
6027,60.0,Private
6028,5.0,Private
6029,17.0,Private
6030,5.0,Private
6031,30.666666666666668,Private
6032,5.0,Private
6033,170.0,Private
6034,20.0,Private
6035,5.0,Private
6036,20.0,Private
6037,45.0,Private
6038,180.0,Private
6039,5.0,Private
6040,25.0,Private
6041,25.0,Private
6042,30.0,Private
6043,30.0,Private
6044,43.333333333333336,Private
6045,31.0,Private
6046,5.0,Private
6047,300.0,Private
6048,90.0,Private
6049,21.0,Private
6050,45.0,Private
6051,21.0,Private
6052,15.0,Private
6053,15.0,Private
6054,20.0,Private
6055,30.0,Private
6056,2.0,Private
6057,3.0,Private
6058,10.0,Private
6059,1.0,Private
6060,60.0,Private
6061,19.0,Private
6062,15.0,Private
6063,300.0,Private
6064,60.0,Private
6065,30.0,Private
6066,30.0,Private
6067,15.0,Private
6068,120.0,Private
6069,15.0,Private
6070,38.0,Private
6071,5.0,Private
6072,38.0,Private
6073,45.0,Private
6074,12.5,Private
6075,5.0,Private
6076,10.0,Private
6077,15.0,Private
6078,1.0,Private
6079,5.0,Private
6080,2.0,Private
6081,5.0,Private
6082,5.0,Private
6083,45.0,Private
6084,20.0,Private
6085,5.0,Private
6086,10.0,Private
6087,5.0,Private
6088,51.0,Private
6089,20.0,Private
6090,90.0,Private
6091,20.0,Private
6092,10.0,Private
6093,78.5,Private
6094,15.0,Private
6095,15.0,Private
6096,15.0,Private
6097,60.0,Private
6098,30.0,Private
6099,200.0,Private
6100,120.0,Private
6101,5.0,Private
6102,96.0,Private
6103,20.0,Private
6104,60.0,Private
6105,97.0,Private
6106,15.0,Private
6107,10.0,Private
6108,150.0,Private
6109,25.0,Private
6110,9.0,Private
6111,6.0,Private
6112,38.0,Private
6113,5.0,Private
6114,14.0,Private
6115,15.0,Private
6116,20.0,Private
6117,30.0,Private
6118,60.0,Private
6119,53.0,Private
6120,30.0,Private
6121,30.0,Private
6122,15.0,Private
6123,960.0,Private
6124,5.0,Private
6125,30.0,Private
6126,18.0,Private
6127,15.0,Private
6128,64.5,Private
6129,10.0,Private
6130,5.0,Private
6131,40.0,Private
6132,5.0,Private
6133,20.0,Private
6134,45.0,Private
6135,30.0,Private
6136,47.5,Private
6137,20.0,Private
6138,5.0,Private
6139,2.0,Private
6140,20.0,Private
6141,5.0,Private
6142,1.0,Private
6143,10.0,Private
6144,22.0,Private
6145,60.0,Private
6146,20.0,Private
6147,20.0,Private
6148,30.0,Private
6149,26.33333333333333,Private
6150,5.0,Private
6151,15.0,Private
6152,33.0,Private
6153,45.0,Private
6154,60.0,Private
6155,15.0,Private
6156,15.0,Private
6157,45.0,Private
6158,30.0,Private
6159,15.0,Private
6160,16.0,Private
6161,60.0,Private
6162,25.0,Private
6163,15.0,Private
6164,5.0,Private
6165,5.0,Private
6166,5.0,Private
6167,18.0,Private
6168,30.0,Private
6169,5.0,Private
6170,15.0,Private
6171,180.0,Private
6172,15.0,Private
6173,5.0,Private
6174,30.0,Private
6175,10.0,Private
6176,53.333333333333336,Private
6177,60.0,Private
6178,15.0,Private
6179,21.0,Private
6180,20.0,Private
6181,27.0,Private
6182,10.0,Private
6183,18.0,Private
6184,30.0,Private
6185,15.0,Private
6186,5.0,Private
6187,50.0,Private
6188,7.0,Private
6189,5.0,Private
6190,5.0,Private
6191,15.0,Private
6192,5.0,Private
6193,15.0,Private
6194,39.0,Private
6195,120.0,Private
6196,15.0,Private
6197,45.0,Private
6198,60.0,Private
6199,25.0,Private
6200,10.0,Private
6201,32.5,Private
6202,30.0,Private
6203,10.0,Private
6204,20.0,Private
6205,10.0,Private
6206,24.0,Private
6207,30.0,Private
6208,22.0,Private
6209,30.0,Private
6210,10.0,Private
6211,45.0,Private
6212,60.0,Private
6213,2.0,Private
6214,70.0,Private
6215,60.0,Private
6216,15.0,Private
6217,33.0,Private
6218,32.5,Private
6219,12.666666666666666,Private
6220,8.0,Private
6221,5.0,Private
6222,30.0,Private
6223,10.0,Private
6224,30.0,Private
6225,10.0,Private
6226,20.0,Private
6227,5.0,Private
6228,150.0,Private
6229,45.0,Private
6230,17.5,Private
6231,630.0,Private
6232,60.0,Private
6233,10.0,Private
6234,19.0,Private
6235,20.0,Private
6236,240.0,Private
6237,165.0,Private
6238,90.0,Private
6239,5.0,Private
6240,15.0,Private
6241,10.0,Private
6242,10.0,Private
6243,5.0,Private
6244,8.0,Private
6245,25.0,Private
6246,360.0,Private
6247,40.0,Private
6248,20.0,Private
6249,10.0,Private
6250,68.0,Private
6251,15.0,Private
6252,20.0,Private
6253,13.0,Private
6254,85.0,Private
6255,20.0,Private
6256,90.0,Private
6257,27.0,Private
6258,4.0,Private
6259,120.0,Private
6260,5.0,Private
6261,120.0,Private
6262,15.0,Private
6263,32.0,Private
6264,15.0,Private
6265,120.0,Private
6266,15.0,Private
6267,15.0,Private
6268,2.0,Private
6269,5.0,Private
6270,2.0,Private
6271,13.0,Private
6272,93.0,Private
6273,5.0,Private
6274,10.0,Private
6275,20.0,Private
6276,720.0,Private
6277,20.0,Private
6278,5.0,Private
6279,15.0,Private
6280,10.0,Private
6281,30.0,Private
6282,30.0,Private
6283,30.0,Private
6284,38.0,Private
6285,2.0,Private
6286,30.0,Private
6287,5.0,Private
6288,45.0,Private
6289,37.5,Private
6290,15.0,Private
6291,10.0,Private
6292,15.0,Private
6293,10.0,Private
6294,10.0,Private
6295,17.0,Private
6296,10.0,Private
6297,15.0,Private
6298,5.0,Private
6299,5.0,Private
6300,10.0,Private
6301,23.0,Private
6302,5.0,Private
6303,15.0,Private
6304,20.0,Private
6305,15.0,Private
6306,5.0,Private
6307,5.0,Private
6308,60.0,Private
6309,15.0,Private
6310,150.0,Private
6311,180.0,Private
6312,30.0,Private
6313,3.0,Private
6314,150.0,Private
6315,52.5,Private
6316,33.833333333333336,Private
6317,23.0,Private
6318,35.0,Private
6319,30.0,Private
6320,2.0,Private
6321,13.0,Private
6322,10.0,Private
6323,13.0,Private
6324,19.0,Private
6325,120.0,Private
6326,119.0,Private
6327,15.0,Private
6328,5.0,Private
6329,34.0,Private
6330,30.0,Private
6331,420.0,Private
6332,5.0,Private
6333,27.5,Private
6334,45.0,Private
6335,10.0,Private
6336,10.0,Private
6337,120.0,Private
6338,5.0,Private
6339,10.0,Private
6340,15.0,Private
6341,3.0,Private
6342,5.0,Private
6343,20.0,Private
6344,1.0,Private
6345,60.0,Private
6346,10.0,Private
6347,10.0,Private
6348,60.0,Private
6349,33.0,Private
6350,1.0,Private
6351,5.0,Private
6352,150.0,Private
6353,5.0,Private
6354,5.0,Private
6355,5.0,Private
6356,34.0,Private
6357,30.0,Private
6358,45.0,Private
6359,10.0,Private
6360,71.0,Private
6361,35.0,Private
6362,10.0,Private
6363,18.0,Private
6364,1.0,Private
6365,18.0,Private
6366,2.0,Private
6367,30.0,Private
6368,45.0,Private
6369,5.0,Private
6370,60.0,Private
6371,20.0,Private
6372,15.0,Private
6373,10.0,Private
6374,45.0,Private
6375,21.0,Private
6376,14.0,Private
6377,1.0,Private
6378,10.0,Private
6379,40.0,Private
6380,0.0,Private
6381,20.0,Private
6382,30.0,Private
6383,5.0,Private
6384,10.5,Private
6385,45.0,Private
6386,94.0,Private
6387,5.0,Private
6388,15.0,Private
6389,53.0,Private
6390,7.0,Private
6391,5.0,Private
6392,10.5,Private
6393,13.0,Private
6394,45.0,Private
6395,20.0,Private
6396,45.0,Private
6397,40.0,Private
6398,153.0,Private
6399,13.0,Private
6400,30.0,Private
6401,5.0,Private
6402,40.0,Private
6403,15.0,Private
6404,8.0,Private
6405,10.0,Private
6406,360.0,Private
6407,15.0,Private
6408,10.0,Private
6409,5.0,Private
6410,12.0,Private
6411,10.0,Private
6412,41.0,Private
6413,30.0,Private
6414,1.0,Private
6415,19.0,Private
6416,2.0,Private
6417,15.0,Private
6418,24.0,Private
6419,1440.0,Private
6420,60.0,Private
6421,32.5,Private
6422,10.0,Private
6423,5.0,Private
6424,5.0,Private
6425,10.0,Private
6426,10.0,Private
6427,10.0,Private
6428,5.0,Private
6429,30.0,Private
6430,8.0,Private
6431,5.0,Private
6432,15.0,Private
6433,10.0,Private
6434,30.0,Private
6435,1.0,Private
6436,15.0,Private
6437,13.0,Private
6438,180.0,Private
6439,15.0,Private
6440,60.0,Private
6441,29.0,Private
6442,33.0,Private
6443,18.0,Private
6444,8.0,Private
6445,250.0,Private
6446,10.0,Private
6447,45.0,Private
6448,15.0,Private
6449,45.0,Private
6450,30.0,Private
6451,8.0,Private
6452,5.0,Private
6453,33.0,Private
6454,15.0,Private
6455,15.0,Private
6456,15.0,Private
6457,15.0,Private
6458,6.0,Private
6459,5.0,Private
6460,13.0,Private
6461,5.0,Private
6462,5.0,Private
6463,30.0,Private
6464,15.0,Private
6465,33.0,Private
6466,1.0,Private
6467,169.0,Private
6468,1.0,Private
6469,10.0,Private
6470,2.0,Private
6471,25.0,Private
6472,20.0,Private
6473,18.0,Private
6474,20.0,Private
6475,64.0,Private
6476,5.0,Private
6477,41.0,Private
6478,30.0,Private
6479,60.0,Private
6480,75.0,Private
6481,120.0,Private
6482,17.0,Private
6483,13.0,Private
6484,20.0,Private
6485,15.0,Private
6486,20.0,Private
6487,10.0,Private
6488,45.0,Private
6489,43.25,Private
6490,15.0,Private
6491,10.0,Private
6492,5.0,Private
6493,20.0,Private
6494,60.0,Private
6495,10.0,Private
6496,60.0,Private
6497,5.0,Private
6498,90.0,Private
6499,45.0,Private
6500,7.0,Private
6501,13.0,Private
6502,140.0,Private
6503,5.0,Private
6504,26.25,Private
6505,10.0,Private
6506,30.0,Private
6507,10.0,Private
6508,17.5,Private
6509,60.0,Private
6510,30.0,Private
6511,3.0,Private
6512,10.0,Private
6513,43.0,Private
6514,5.0,Private
6515,10.0,Private
6516,30.0,Private
6517,15.0,Private
6518,5.0,Private
6519,2.0,Private
6520,20.0,Private
6521,10.0,Private
6522,10.0,Private
6523,15.0,Private
6524,24.0,Private
6525,15.0,Private
6526,25.0,Private
6527,20.0,Private
6528,20.0,Private
6529,30.0,Private
6530,60.0,Private
6531,55.0,Private
6532,28.0,Private
6533,40.0,Private
6534,25.0,Private
6535,5.0,Private
6536,10.0,Private
6537,60.0,Private
6538,2.0,Private
6539,1.0,Private
6540,80.0,Private
6541,60.0,Private
6542,7.0,Private
6543,120.0,Private
6544,15.0,Private
6545,83.0,Private
6546,12.0,Private
6547,30.0,Private
6548,30.0,Private
6549,60.0,Private
6550,1.0,Private
6551,4.666666666666667,Private
6552,15.0,Private
6553,15.0,Private
6554,50.0,Private
6555,33.0,Private
6556,10.0,Private
6557,5.0,Private
6558,20.0,Private
6559,30.0,Private
6560,105.0,Private
6561,40.0,Private
6562,27.0,Private
6563,120.0,Private
6564,234.0,Private
6565,10.0,Private
6566,5.0,Private
6567,5.0,Private
6568,45.0,Private
6569,15.0,Private
6570,53.0,Private
6571,30.0,Private
6572,55.333333333333336,Private
6573,30.0,Private
6574,3.0,Private
6575,5.0,Private
6576,18.25,Private
6577,30.0,Private
6578,40.0,Private
6579,20.0,Private
6580,300.0,Private
6581,45.0,Private
6582,60.0,Private
6583,10.0,Private
6584,30.0,Private
6585,5.0,Private
6586,240.0,Private
6587,10.0,Private
6588,38.0,Private
6589,5.0,Private
6590,5.0,Private
6591,15.0,Private
6592,45.0,Private
6593,120.0,Private
6594,20.0,Private
6595,10.0,Private
6596,5.0,Private
6597,15.0,Private
6598,15.0,Private
6599,45.0,Private
6600,18.0,Private
6601,15.0,Private
6602,15.0,Private
6603,10.0,Private
6604,5.0,Private
6605,20.0,Private
6606,5.0,Private
6607,15.0,Private
6608,90.0,Private
6609,26.666666666666668,Private
6610,13.0,Private
6611,150.0,Private
6612,30.0,Private
6613,45.0,Private
6614,45.0,Private
6615,15.0,Private
6616,10.0,Private
6617,51.0,Private
6618,80.0,Private
6619,5.0,Private
6620,15.0,Private
6621,15.0,Private
6622,18.0,Private
6623,30.0,Private
6624,5.0,Private
6625,45.0,Private
6626,5.0,Private
6627,45.0,Private
6628,120.0,Private
6629,360.0,Private
6630,15.0,Private
6631,20.0,Private
6632,1.0,Private
6633,17.0,Private
6634,5.0,Private
6635,20.0,Private
6636,5.0,Private
6637,12.0,Private
6638,60.0,Private
6639,10.0,Private
6640,5.0,Private
6641,20.0,Private
6642,15.0,Private
6643,15.0,Private
6644,30.0,Private
6645,23.0,Private
6646,30.0,Private
6647,20.0,Private
6648,20.0,Private
6649,360.0,Private
6650,5.0,Private
6651,15.0,Private
6652,180.0,Private
6653,1.0,Private
6654,30.0,Private
6655,10.0,Private
6656,30.0,Private
6657,5.0,Private
6658,30.0,Private
6659,15.0,Private
6660,5.0,Private
6661,20.0,Private
6662,20.0,Private
6663,5.0,Private
6664,5.0,Private
6665,200.25,Private
6666,20.0,Private
6667,10.0,Private
6668,38.0,Private
6669,45.0,Private
6670,123.0,Private
6671,26.0,Private
